participant,group,Lefthanded,Gender,A_V_OK,Event,condition,CONTEXT_Trial,CONTEXT_Item,CONTEXT_Accuracy,CONTEXT_RT,CONTEXT_Position,CONTEXT_cat,CONTEXT_catspec,CONTEXT_solution,CONTEXT_property,CONTEXT_concept,CONTEXT_LSA_distance,CONTEXT_mean_perceptualstrength,CONTEXT_mean_concreteness,CONTEXT_mean_exc,CONTEXT_prop_concreteness,CONTEXT_prop_exc,CONTEXT_prop_lg10CD,CONTEXT_prop_orthneigh,CONTEXT_prop_letters,CONTEXT_conc_concreteness,CONTEXT_conc_exc,CONTEXT_conc_lg10CD,CONTEXT_conc_letters,CONTEXT_mean_lg10CD,CONTEXT_conc_orthneigh,TARGET_Trial,TARGET_Item,TARGET_Accuracy,TARGET_RT,TARGET_Position,TARGET_cat,TARGET_catspec,TARGET_solution,TARGET_property,TARGET_concept,TARGET_LSA_distance,TARGET_mean_perceptualstrength,TARGET_mean_concreteness,TARGET_mean_exc,TARGET_prop_concreteness,TARGET_prop_exc,TARGET_prop_lg10CD,TARGET_prop_orthneigh,TARGET_prop_letters,TARGET_conc_concreteness,TARGET_conc_exc,TARGET_conc_lg10CD,TARGET_conc_letters,TARGET_mean_lg10CD,TARGET_conc_orthneigh,log_cooccurrence_propertytoproperty
35,Selfpaced,N,M,Y,12,haptic2visual,23,130,wronganswer,489,context,haptic,h_de,Ja,Geneeskrachtige,Rots,0.920404,2.557,4.73,0.263673891,NA,0.176470588,1,0,15,NA,0.350877193,2.62,4,1.81,8,24,9,rightanswer,992,target,visual,v_de,Ja,Saaie,President,0.934654,2.516,2.53,0.292832168,NA,0.153846154,2.57,7,5,NA,0.431818182,3.07,9,2.82,0,0
36,Selfpaced,N,F,Y,12,haptic2visual,23,138,wronganswer,501,context,haptic,h_het,Nee,Glad,Vilt,0.83905,4.375,4.305,0.362650603,NA,0.325301205,2.17,2,6,NA,0.4,1.4,4,1.785,11,24,27,wronganswer,544,target,visual,v_de,Nee,Gebogen,Gelegenheid,0.96045,3.151,2.835,0.383802817,NA,0.267605634,2.04,8,7,NA,0.5,2.75,11,2.395,1,9.088285726
37,Selfpaced,N,F,Y,12,visual2visual,23,161,rightanswer,841,context,visual,v_de,Nee,Dode,Levering,0.939932,2.556,3.265,0.287433156,NA,0.529411765,3.24,19,4,NA,0.045454546,2.19,8,2.715,1,24,68,rightanswer,1245,target,visual,v_de,Nee,Paarse,Vrijheid,1.01049,3.955,2.8,0.497389654,NA,0.790697674,2.15,10,6,NA,0.204081633,3.11,8,2.63,0,9.325453179
38,Selfpaced,Y,F,Y,12,auditory2visual,23,186,rightanswer,789,context,auditory,a_de,Nee,Stormachtige,Eis,0.9187,3.656,2.6,0.232600733,NA,0.131868132,1.45,1,12,NA,0.333333333,2.64,3,2.045,13,24,102,wronganswer,924,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,4.532599493
39,Selfpaced,N,M,Y,12,haptic2visual,23,128,rightanswer,847,context,haptic,h_het,Nee,Hitsig,Vilt,0.809776,3.75,3.47,0.2625,NA,0.125,1.46,1,7,NA,0.4,1.4,4,1.43,11,24,22,wronganswer,1247,target,visual,v_de,Ja,Roestige,Hoeveelheid,0.9656,3.964,2.73,0.366666667,NA,0.433333333,1.65,1,8,NA,0.3,2.5,11,2.075,0,0
40,Quick,N,F,Y,12,haptic2visual,23,117,rightanswer,373,context,haptic,h_de,Ja,Slijmerige,Vloeistof,0.650393,4,3.735,0.222513743,NA,0.289855072,1.75,1,10,NA,0.155172414,2.21,9,1.98,0,24,1,rightanswer,352,target,visual,v_het,Nee,Kokend,Mandaat,0.901574,2.306,1.93,0.131191951,NA,0.144736842,1.77,4,6,NA,0.117647059,1.49,7,1.63,0,0
41,Quick,N,F,N,12,visual2visual,23,170,rightanswer,876,context,visual,v_de,Nee,Flikkerende,Socialist,NA,3.025,1.93,0.365418119,NA,0.535714286,1.18,1,11,NA,0.195121951,1.46,9,1.32,0,24,55,wronganswer,609,target,visual,v_de,Nee,Sterke,Wacht,0.683177,3.027,2.965,0.350793651,NA,0.301587302,3.08,7,6,NA,0.4,3.87,5,3.475,10,0
42,Selfpaced,N,F,Y,12,auditory2visual,23,188,wronganswer,286,context,auditory,a_de,Nee,Giechelende,Overeenkomst,NA,4.042,1.93,0.270701755,NA,0.394736842,0.78,1,11,NA,0.146666667,2.73,12,1.755,1,24,74,rightanswer,368,target,visual,v_de,Ja,Levende,Kip,0.76092,3.486,3.9,0.079850746,NA,0.1,2.83,5,7,NA,0.059701492,2.96,3,2.895,18,3.737669618
44,Quick,N,F,Y,12,haptic2visual,23,129,rightanswer,1214,context,haptic,h_de,Nee,Plakkende,Spier,NA,3.657,4.67,0.263115416,NA,0.238095238,0.48,2,9,NA,0.288135593,2.04,5,1.26,4,24,12,wronganswer,510,target,visual,v_de,Ja,Gesmolten,Weerstand,0.945311,3.671,2.33,0.31372549,NA,0.470588235,2.18,0,9,NA,0.156862745,2.36,9,2.27,0,0
45,Quick,N,F,Y,12,haptic2visual,23,131,rightanswer,783,context,haptic,h_de,Nee,Taaie,Vloeistof,0.864188,3.875,3.835,0.283606151,NA,0.301587302,2.19,10,5,NA,0.265625,2.21,9,2.2,0,24,28,rightanswer,1641,target,visual,v_de,Nee,Groeiende,Wacht,NA,3.527,3.2,0.415384616,NA,0.430769231,1.91,3,9,NA,0.4,3.87,5,2.89,10,7.742835955
46,Selfpaced,N,F,Y,12,haptic2visual,23,117,rightanswer,638,context,haptic,h_de,Ja,Slijmerige,Vloeistof,0.650393,4,3.735,0.222513743,NA,0.289855072,1.75,1,10,NA,0.155172414,2.21,9,1.98,0,24,30,wronganswer,919,target,visual,v_de,Nee,Beige,Hoeveelheid,0.950069,3.548,3.265,0.420833334,NA,0.541666667,1.76,1,5,NA,0.3,2.5,11,2.13,0,0
47,Selfpaced,N,F,Y,12,haptic2visual,23,141,wronganswer,551,context,haptic,h_het,Ja,Koel,Heft,0.866279,2.75,3.055,0.395833333,NA,0.458333333,2.52,17,4,NA,0.333333333,2.03,4,2.275,8,24,22,rightanswer,635,target,visual,v_de,Ja,Roestige,Hoeveelheid,0.9656,3.964,2.73,0.366666667,NA,0.433333333,1.65,1,8,NA,0.3,2.5,11,2.075,0,5.645446898
48,Selfpaced,N,F,Y,12,haptic2visual,23,123,rightanswer,629,context,haptic,h_het,Ja,Heet,Pistool,0.773426,3.46,2.8,0.246153846,NA,0.4,3.74,18,4,NA,0.092307692,3.23,7,3.485,0,24,1,rightanswer,752,target,visual,v_het,Nee,Kokend,Mandaat,0.901574,2.306,1.93,0.131191951,NA,0.144736842,1.77,4,6,NA,0.117647059,1.49,7,1.63,0,9.694061978
49,Quick,N,M,Y,12,visual2visual,23,152,rightanswer,565,context,visual,v_de,Ja,Zanderige,Race,0.956875,3.014,4.17,0.235987792,NA,0.132352941,0.7,0,9,NA,0.339622642,2.5,4,1.6,9,24,50,rightanswer,670,target,visual,v_de,Ja,Losse,Levering,0.933941,3.033,3.2,0.311188812,NA,0.576923077,2.47,20,5,NA,0.045454546,2.19,8,2.33,1,6.66440902
50,Quick,N,M,Y,12,haptic2visual,23,114,rightanswer,590,context,haptic,h_het,Nee,Pijnvol,Heft,NA,2.65,2.71,0.205128205,NA,0.076923077,0.48,0,7,NA,0.333333333,2.03,4,1.255,8,24,8,rightanswer,1032,target,visual,v_de,Ja,Plantaardige,Aantekening,0.819882,3.143,3.165,0.288194445,NA,0.354166667,1.26,0,12,NA,0.222222222,1.76,11,1.51,0,0
1,Quick,N,F,Y,13,visual2visual,25,156,rightanswer,663,context,visual,v_de,Ja,Onmetelijke,Levering,1.02835,2.958,2.335,0.260822511,1.47,0.476190476,1.26,0,11,3.2,0.045454546,2.19,8,1.725,1,26,39,wronganswer,1082,target,visual,v_het,Ja,Hol,Bezit,0.907924,3.414,3.2,0.167601381,4.4,0.236842105,2.56,9,3,2,0.098360656,3.16,5,2.86,4,0
2,Quick,N,F,Y,13,visual2visual,25,163,rightanswer,1311,context,visual,v_de,Nee,Getande,Boete,0.998269,2.946,3.1,0.29920635,NA,0.288888889,0.7,1,7,NA,0.30952381,2.47,5,1.585,8,26,61,rightanswer,717,target,visual,v_de,Nee,Gevouwen,Situatie,NA,3.571,2.27,0.383951407,NA,0.485294118,1.51,1,8,NA,0.282608696,3.33,8,2.42,1,0
3,Quick,N,F,Y,13,auditory2visual,25,197,rightanswer,1107,context,auditory,a_het,Nee,Lachend,Wantrouwen,0.921945,3.829,2.9,0.34375,NA,0.5,2.03,16,7,NA,0.1875,1.98,10,2.005,1,26,90,rightanswer,1658,target,visual,v_de,Nee,Lenige,Belasting,0.991066,3.5,2.735,0.347826087,NA,0.5,0.85,3,6,NA,0.195652174,2.56,9,1.705,0,0
4,Quick,N,F,Y,13,auditory2visual,25,214,rightanswer,750,context,auditory,a_het,Ja,Schel,Geluid,0.618908,3.619,3.27,0.520108696,NA,0.475,1,10,5,NA,0.565217391,3.14,6,2.07,4,26,81,rightanswer,813,target,visual,v_het,Nee,Stoffig,Loon,0.881351,3.119,3.47,0.277958153,NA,0.396825397,1.76,1,7,NA,0.159090909,2.8,4,2.28,13,0
5,Quick,Y,F,Y,13,haptic2visual,25,117,rightanswer,1295,context,haptic,h_de,Ja,Slijmerige,Vloeistof,0.650393,4,3.735,0.222513743,NA,0.289855072,1.75,1,10,NA,0.155172414,2.21,9,1.98,0,26,25,rightanswer,1151,target,visual,v_de,Ja,Schone,President,0.920504,3.471,2.73,0.370230079,NA,0.308641975,2.82,4,6,NA,0.431818182,3.07,9,2.945,0,0
6,,N,F,Y,13,auditory2visual,25,186,rightanswer,809,context,auditory,a_de,Nee,Stormachtige,Eis,0.9187,3.656,2.6,0.232600733,NA,0.131868132,1.45,1,12,NA,0.333333333,2.64,3,2.045,13,26,78,wronganswer,1078,target,visual,v_de,Ja,Doffe,Eigenaar,0.958726,3.048,3.065,0.256535948,NA,0.277777778,1.34,2,5,NA,0.235294118,3.02,8,2.18,1,3.828641396
8,,N,F,Y,13,haptic2visual,25,132,rightanswer,726,context,haptic,h_de,Nee,Stekelige,Deken,0.795281,3.786,4.465,0.284749035,NA,0.285714286,0.9,0,9,NA,0.283783784,2.6,5,1.75,18,26,24,rightanswer,595,target,visual,v_het,Nee,Onrijp,Dek,1.0097,3.063,3.73,0.367860188,NA,0.431372549,0.85,0,6,NA,0.304347826,2.8,3,1.825,22,0
9,,N,F,Y,13,haptic2visual,25,112,rightanswer,916,context,haptic,h_de,Nee,Schurende,Spier,NA,3.357,4.67,0.195349848,NA,0.102564103,0.48,1,9,NA,0.288135593,2.04,5,1.26,4,26,4,rightanswer,1354,target,visual,v_de,Ja,Beschimmelde,Levering,0.87933,3.333,3.335,0.272727273,NA,0.5,1.2,0,12,NA,0.045454546,2.19,8,1.695,1,0
10,,N,F,Y,13,visual2visual,25,147,rightanswer,793,context,visual,v_het,Nee,Druk,Loon,0.895827,2.848,3.035,0.188636364,NA,0.218181818,3.65,7,4,NA,0.159090909,2.8,4,3.225,13,26,39,wronganswer,642,target,visual,v_het,Ja,Hol,Bezit,0.907924,3.414,3.2,0.167601381,NA,0.236842105,2.56,9,3,NA,0.098360656,3.16,5,2.86,4,3.951243719
11,Quick,N,F,Y,13,haptic2visual,25,139,wronganswer,997,context,haptic,h_het,Ja,Donzig,Zaad,0.672252,3.261,4.065,0.384415585,NA,0.25974026,1.3,13,6,NA,0.509090909,2.33,4,1.815,8,26,32,rightanswer,517,target,visual,v_het,Ja,Briljant,Oosten,1.06043,2.373,2.6,0.446428572,NA,0.25,2.85,1,8,NA,0.642857143,2.71,6,2.78,5,0
12,Quick,N,M,Y,13,haptic2visual,25,141,wronganswer,516,context,haptic,h_het,Ja,Koel,Heft,0.866279,2.75,3.055,0.395833333,NA,0.458333333,2.52,17,4,NA,0.333333333,2.03,4,2.275,8,26,22,wronganswer,739,target,visual,v_de,Ja,Roestige,Hoeveelheid,0.9656,3.964,2.73,0.366666667,NA,0.433333333,1.65,1,8,NA,0.3,2.5,11,2.075,0,5.645446898
13,Quick,N,F,Y,13,auditory2visual,25,215,wronganswer,615,context,auditory,a_het,Ja,Hese,Verhoor,0.93572,3.159,4.335,0.569157393,NA,0.705882353,1.18,18,4,NA,0.432432433,2.43,7,1.805,4,26,95,rightanswer,618,target,visual,v_het,Ja,Rauw,Sterven,0.814663,3.1,3.535,0.385531136,NA,0.461538462,2.24,11,4,NA,0.30952381,3.53,7,2.885,5,4.234106505
14,Selfpaced,N,F,Y,13,auditory2visual,25,213,rightanswer,927,context,auditory,a_het,Ja,Hoorbaar,Plan,0.964573,3.444,2.9,0.513621795,NA,0.770833333,1.15,0,8,NA,0.256410256,3.47,4,2.31,7,26,83,rightanswer,725,target,visual,v_de,Ja,Metalen,Plug,0.86532,3.75,4.1,0.3,NA,0.2,2.38,1,7,NA,0.4,1.56,4,1.97,3,0
15,Selfpaced,N,F,Y,13,visual2visual,25,179,rightanswer,652,context,visual,v_het,Ja,Glitterend,Effect,NA,3.671,2.07,0.464892831,NA,0.515151515,0.48,0,10,NA,0.414634146,2.77,6,1.625,0,26,60,rightanswer,435,target,visual,v_het,Ja,Nauw,Effect,1.04643,3.371,2.4,0.37398374,NA,0.333333333,2.36,8,4,NA,0.414634146,2.77,6,2.565,0,4.007333185
16,Selfpaced,N,F,Y,13,auditory2visual,25,196,wronganswer,953,context,auditory,a_het,Nee,Schor,Enthousiasme,0.859341,4.578,2.83,0.337784091,NA,0.59375,1.11,7,5,NA,0.081818182,2.25,12,1.68,1,26,105,rightanswer,672,target,visual,v_de,Nee,Lage,Magie,0.96932,3.386,2.335,0.558045977,NA,0.633333333,2.61,0,4,NA,0.482758621,2.75,5,2.68,1,6.165417854
17,Selfpaced,N,F,Y,13,auditory2visual,25,207,rightanswer,552,context,auditory,a_de,Ja,Piepende,Aankondiging,NA,3.83,2.2,0.451495727,NA,0.422222222,1.08,1,8,NA,0.480769231,2.06,12,1.57,0,26,79,wronganswer,391,target,visual,v_de,Nee,Vallende,Verhulling,NA,3.517,NA,0.26905703,NA,0.233766234,1.99,2,8,NA,0.304347826,0.78,10,1.385,1,0
18,Selfpaced,N,F,Y,13,haptic2visual,25,116,rightanswer,673,context,haptic,h_de,Nee,Kleverige,Sterkte,0.820183,3.5,2.565,0.215163321,NA,0.323943662,1.32,1,9,NA,0.106382979,2.48,7,1.9,2,26,23,wronganswer,862,target,visual,v_de,Nee,Blauwe,Boerderij,0.983035,3.579,4.365,0.36710444,NA,0.682926829,3.14,4,6,NA,0.051282051,2.77,9,2.955,0,7.342131731
19,Selfpaced,N,F,Y,13,haptic2visual,25,124,rightanswer,2244,context,haptic,h_het,Nee,Zijdeachtig,Zeer,0.880074,3.911,1.6,0.255668399,NA,0.356164384,0.7,0,12,NA,0.155172414,3.5,4,2.1,19,26,21,rightanswer,2213,target,visual,v_het,Nee,Amber,Sterven,0.779902,2.857,3.725,0.364439325,NA,0.419354839,1.97,1,5,NA,0.30952381,3.53,7,2.75,5,7.063048163
20,Selfpaced,N,F,Y,13,auditory2visual,25,186,rightanswer,354,context,auditory,a_de,Nee,Stormachtige,Eis,0.9187,3.656,2.6,0.232600733,NA,0.131868132,1.45,1,12,NA,0.333333333,2.64,3,2.045,13,26,77,rightanswer,573,target,visual,v_het,Nee,Hobbelig,Loon,1.03941,2.986,3.335,0.237440192,NA,0.315789474,1.58,0,8,NA,0.159090909,2.8,4,2.19,13,0
21,Selfpaced,N,F,Y,13,haptic2visual,25,140,rightanswer,1364,context,haptic,h_de,Ja,Warme,Massage,0.752902,4.306,3.835,0.388146168,NA,0.393939394,2.87,9,5,NA,0.382352941,2.31,7,2.59,3,26,4,wronganswer,452,target,visual,v_de,Ja,Beschimmelde,Levering,0.87933,3.333,3.335,0.272727273,NA,0.5,1.2,0,12,NA,0.045454546,2.19,8,1.695,1,0
22,Selfpaced,N,M,Y,13,auditory2visual,25,208,rightanswer,1298,context,auditory,a_de,Nee,Krakende,Raad,NA,4.111,2.33,0.460685484,NA,0.483870968,1.26,1,8,NA,0.4375,3.35,4,2.305,14,26,102,rightanswer,804,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,4.007333185
23,Selfpaced,N,F,Y,13,haptic2visual,25,121,wronganswer,1050,context,haptic,h_het,Ja,Mals,Contact,1.20917,3.982,3.1,0.242094862,NA,0.347826087,1.64,13,4,NA,0.136363636,3.37,7,2.505,2,26,34,wronganswer,1681,target,visual,v_de,Ja,Effen,Deel,0.93126,3.675,3.035,0.503496504,NA,0.461538462,1.26,4,5,NA,0.545454545,3.54,4,2.4,13,0
24,Selfpaced,Y,M,Y,13,visual2visual,25,179,rightanswer,913,context,visual,v_het,Ja,Glitterend,Effect,NA,3.671,2.07,0.464892831,NA,0.515151515,0.48,0,10,NA,0.414634146,2.77,6,1.625,0,26,67,rightanswer,530,target,visual,v_de,Nee,Bronzen,Boete,0.985813,2.96,3.3,0.480107527,NA,0.766666667,1.61,2,7,NA,0.193548387,2.47,5,2.04,8,5.872117789
26,Quick,N,F,Y,13,auditory2visual,25,213,rightanswer,1051,context,auditory,a_het,Ja,Hoorbaar,Plan,0.964573,3.444,2.9,0.513621795,NA,0.770833333,1.15,0,8,NA,0.256410256,3.47,4,2.31,7,26,77,wronganswer,204,target,visual,v_het,Nee,Hobbelig,Loon,1.03941,2.986,3.335,0.237440192,NA,0.315789474,1.58,0,8,NA,0.159090909,2.8,4,2.19,13,0
27,Quick,Y,F,Y,13,haptic2visual,25,129,rightanswer,611,context,haptic,h_de,Nee,Plakkende,Spier,NA,3.657,4.67,0.263115416,NA,0.238095238,0.48,2,9,NA,0.288135593,2.04,5,1.26,4,26,22,wronganswer,579,target,visual,v_de,Ja,Roestige,Hoeveelheid,0.9656,3.964,2.73,0.366666667,NA,0.433333333,1.65,1,8,NA,0.3,2.5,11,2.075,0,0
28,Quick,N,F,Y,13,auditory2visual,25,205,rightanswer,687,context,auditory,a_het,Ja,Gedempt,Verleden,0.931374,3.378,1.8,0.413359789,NA,0.678571429,1.18,1,7,NA,0.148148148,3.3,8,2.24,7,26,92,rightanswer,585,target,visual,v_het,Ja,Schattig,Moment,0.785329,3.064,1.9,0.367049259,NA,0.490196078,2.96,2,8,NA,0.243902439,3.7,6,3.33,0,0
29,Quick,N,F,Y,13,visual2visual,25,151,wronganswer,1754,context,visual,v_het,Ja,Rommelend,Moment,NA,2.723,1.33,0.231042129,NA,0.218181818,0.6,12,9,NA,0.243902439,3.7,6,2.15,0,26,72,rightanswer,1242,target,visual,v_het,Ja,Grotesk,Effect,0.94522,3.571,2.075,0.635888502,NA,0.857142857,1.34,1,7,NA,0.414634146,2.77,6,2.055,0,0
30,Quick,N,M,Y,13,haptic2visual,25,125,wronganswer,986,context,haptic,h_het,Nee,Pulserend,Heft,NA,2.393,2.71,0.256410256,NA,0.179487179,0.48,0,9,NA,0.333333333,2.03,4,1.255,8,26,2,wronganswer,863,target,visual,v_de,Ja,Zwoele,Levering,0.973728,2.733,2.865,0.147727273,NA,0.25,1.48,2,6,NA,0.045454546,2.19,8,1.835,1,6.91671502
31,Quick,Y,F,Y,13,haptic2visual,25,113,rightanswer,447,context,haptic,h_het,Nee,Kietelend,Pistool,NA,4.089,4.87,0.2,NA,0.307692308,0.6,1,9,NA,0.092307692,3.23,7,1.915,0,26,13,wronganswer,546,target,visual,v_de,Ja,Absorberende,Verbeelding,NA,2.683,1.6,0.317073171,NA,0.268292683,0.9,1,12,NA,0.365853659,2.49,11,1.695,0,0
32,Quick,N,F,N,13,haptic2visual,25,119,rightanswer,480,context,haptic,h_het,Ja,Ruw,Contact,0.850669,3.357,3.135,0.228896104,NA,0.321428571,2.49,11,3,NA,0.136363636,3.37,7,2.93,2,26,35,rightanswer,798,target,visual,v_het,Nee,Geblokt,Oosten,1.02688,3.151,3.27,0.528975742,NA,0.41509434,1.11,1,7,NA,0.642857143,2.71,6,1.91,5,4.543294782
34,Selfpaced,Y,M,Y,13,auditory2visual,25,213,wronganswer,1312,context,auditory,a_het,Ja,Hoorbaar,Plan,0.964573,3.444,2.9,0.513621795,NA,0.770833333,1.15,0,8,NA,0.256410256,3.47,4,2.31,7,26,99,rightanswer,725,target,visual,v_de,Nee,Gloeiende,Prijs,0.941964,3.775,3.24,0.425925926,NA,0.5,1.68,4,9,NA,0.351851852,3.38,5,2.53,3,0
35,Selfpaced,N,M,Y,13,haptic2visual,25,128,rightanswer,766,context,haptic,h_het,Nee,Hitsig,Vilt,0.809776,3.75,3.47,0.2625,NA,0.125,1.46,1,7,NA,0.4,1.4,4,1.43,11,26,35,wronganswer,760,target,visual,v_het,Nee,Geblokt,Oosten,1.02688,3.151,3.27,0.528975742,NA,0.41509434,1.11,1,7,NA,0.642857143,2.71,6,1.91,5,0
36,Selfpaced,N,F,Y,13,auditory2visual,25,208,rightanswer,428,context,auditory,a_de,Nee,Krakende,Raad,NA,4.111,2.33,0.460685484,NA,0.483870968,1.26,1,8,NA,0.4375,3.35,4,2.305,14,26,81,rightanswer,474,target,visual,v_het,Nee,Stoffig,Loon,0.881351,3.119,3.47,0.277958153,NA,0.396825397,1.76,1,7,NA,0.159090909,2.8,4,2.28,13,0
37,Selfpaced,N,F,Y,13,haptic2visual,25,115,wronganswer,767,context,haptic,h_de,Nee,Jeukende,Schok,NA,2.857,3.33,0.205882353,NA,0.333333333,0.95,1,8,NA,0.078431372,2.62,5,1.785,6,26,33,rightanswer,580,target,visual,v_het,Ja,Elegant,Effect,0.949052,3.238,2.2,0.457317073,NA,0.5,2.31,1,7,NA,0.414634146,2.77,6,2.54,0,0
38,Selfpaced,Y,F,Y,13,auditory2visual,25,193,rightanswer,1921,context,auditory,a_de,Ja,Sissende,Laster,NA,2.95,2.33,0.309615385,NA,0.369230769,1.04,0,8,NA,0.25,1.84,6,1.44,4,26,75,rightanswer,1349,target,visual,v_de,Nee,Ongelijke,Uitvinding,0.878655,3.571,1.865,0.157786886,NA,0.25,1.23,0,9,NA,0.065573771,2.18,10,1.705,0,0
39,Selfpaced,N,M,Y,13,auditory2visual,25,207,rightanswer,2416,context,auditory,a_de,Ja,Piepende,Aankondiging,NA,3.83,2.2,0.451495727,NA,0.422222222,1.08,1,8,NA,0.480769231,2.06,12,1.57,0,26,108,rightanswer,1040,target,visual,v_de,Ja,Blonde,Pupil,0.910093,4.05,4.1,0.620110447,NA,0.679245283,2.55,4,6,NA,0.56097561,1.66,5,2.105,0,6.668228248
40,Quick,N,F,Y,13,visual2visual,25,157,rightanswer,356,context,visual,v_het,Ja,Vreemd,Aspect,0.886507,2.438,1.57,0.270186336,NA,0.15942029,3.51,2,6,NA,0.380952381,2.04,6,2.775,0,26,51,wronganswer,314,target,visual,v_de,Nee,Aardse,Magie,0.839526,2.286,1.97,0.312807882,NA,0.142857143,2.18,6,6,NA,0.482758621,2.75,5,2.465,1,3.80666249
41,Quick,N,F,N,13,auditory2visual,25,193,wronganswer,568,context,auditory,a_de,Ja,Sissende,Laster,NA,2.95,2.33,0.309615385,NA,0.369230769,1.04,0,8,NA,0.25,1.84,6,1.44,4,26,102,rightanswer,799,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,0
42,Selfpaced,N,F,Y,13,visual2visual,25,149,rightanswer,5,context,visual,v_de,Nee,Vuile,Prins,0.938472,2.929,3.7,0.224053296,NA,0.274193548,3.25,10,5,NA,0.173913044,2.78,5,3.015,2,26,50,rightanswer,105,target,visual,v_de,Ja,Losse,Levering,0.933941,3.033,3.2,0.311188812,NA,0.576923077,2.47,20,5,NA,0.045454546,2.19,8,2.33,1,6.65415252
44,Quick,N,F,Y,13,visual2visual,25,151,wronganswer,738,context,visual,v_het,Ja,Rommelend,Moment,NA,2.723,1.33,0.231042129,NA,0.218181818,0.6,12,9,NA,0.243902439,3.7,6,2.15,0,26,65,wronganswer,556,target,visual,v_het,Ja,Bruin,Type,0.708907,2.794,2.765,0.442857143,NA,0.619047619,2.68,3,5,NA,0.266666667,3.08,4,2.88,5,0
45,Quick,N,F,Y,13,haptic2visual,25,111,rightanswer,987,context,haptic,h_het,Nee,Gewichtloos,Geweer,0.774708,3.214,3.83,0.177732794,NA,0.263157895,1.28,0,11,NA,0.092307692,3.06,6,2.17,3,26,33,wronganswer,1913,target,visual,v_het,Ja,Elegant,Effect,0.949052,3.238,2.2,0.457317073,NA,0.5,2.31,1,7,NA,0.414634146,2.77,6,2.54,0,0
