participant,group,Lefthanded,Gender,A_V_OK,Event,condition,CONTEXT_Trial,CONTEXT_Item,CONTEXT_Accuracy,CONTEXT_RT,CONTEXT_Position,CONTEXT_cat,CONTEXT_catspec,CONTEXT_solution,CONTEXT_property,CONTEXT_concept,CONTEXT_LSA_distance,CONTEXT_mean_perceptualstrength,CONTEXT_mean_concreteness,CONTEXT_mean_exc,CONTEXT_prop_concreteness,CONTEXT_prop_exc,CONTEXT_prop_lg10CD,CONTEXT_prop_orthneigh,CONTEXT_prop_letters,CONTEXT_conc_concreteness,CONTEXT_conc_exc,CONTEXT_conc_lg10CD,CONTEXT_conc_letters,CONTEXT_mean_lg10CD,CONTEXT_conc_orthneigh,TARGET_Trial,TARGET_Item,TARGET_Accuracy,TARGET_RT,TARGET_Position,TARGET_cat,TARGET_catspec,TARGET_solution,TARGET_property,TARGET_concept,TARGET_LSA_distance,TARGET_mean_perceptualstrength,TARGET_mean_concreteness,TARGET_mean_exc,TARGET_prop_concreteness,TARGET_prop_exc,TARGET_prop_lg10CD,TARGET_prop_orthneigh,TARGET_prop_letters,TARGET_conc_concreteness,TARGET_conc_exc,TARGET_conc_lg10CD,TARGET_conc_letters,TARGET_mean_lg10CD,TARGET_conc_orthneigh,log_cooccurrence_propertytoproperty
38,Selfpaced,Y,F,Y,91,visual2visual,181,155,wronganswer,496,context,visual,v_de,Ja,Mottige,Verhulling,NA,2.867,2.07,0.255639098,NA,0.142857143,0.6,1,7,NA,0.368421053,0.78,10,0.69,1,182,71,wronganswer,297,target,visual,v_de,Ja,Hoge,Plug,1.03526,4.05,3.63,0.54375,NA,0.6875,3.19,21,4,NA,0.4,1.56,4,2.375,3,0
39,Selfpaced,N,M,Y,91,haptic2visual,181,125,rightanswer,1436,context,haptic,h_het,Nee,Pulserend,Heft,NA,2.393,2.71,0.256410256,NA,0.179487179,0.48,0,9,NA,0.333333333,2.03,4,1.255,8,182,33,rightanswer,735,target,visual,v_het,Ja,Elegant,Effect,0.949052,3.238,2.2,0.457317073,NA,0.5,2.31,1,7,NA,0.414634146,2.77,6,2.54,0,6.942156706
40,Quick,N,F,Y,91,auditory2visual,181,213,rightanswer,455,context,auditory,a_het,Ja,Hoorbaar,Plan,0.964573,3.444,2.9,0.513621795,NA,0.770833333,1.15,0,8,NA,0.256410256,3.47,4,2.31,7,182,106,rightanswer,250,target,visual,v_de,Nee,Fuchsia,Eigenaar,0.94063,3.902,3.735,0.577106519,NA,0.918918919,1,0,7,NA,0.235294118,3.02,8,2.01,1,0
41,Quick,N,F,N,91,haptic2visual,181,140,rightanswer,661,context,haptic,h_de,Ja,Warme,Massage,0.752902,4.306,3.835,0.388146168,NA,0.393939394,2.87,9,5,NA,0.382352941,2.31,7,2.59,3,182,28,wronganswer,1338,target,visual,v_de,Nee,Groeiende,Wacht,NA,3.527,3.2,0.415384616,NA,0.430769231,1.91,3,9,NA,0.4,3.87,5,2.89,10,8.522379718
42,Selfpaced,N,F,Y,91,haptic2visual,181,132,wronganswer,885,context,haptic,h_de,Nee,Stekelige,Deken,0.795281,3.786,4.465,0.284749035,NA,0.285714286,0.9,0,9,NA,0.283783784,2.6,5,1.75,18,182,14,wronganswer,669,target,visual,v_de,Nee,Diepe,Plug,0.914433,3.5,3.6,0.326666667,NA,0.253333333,2.69,10,5,NA,0.4,1.56,4,2.125,3,0
44,Quick,N,F,Y,91,haptic2visual,181,138,rightanswer,272,context,haptic,h_het,Nee,Glad,Vilt,0.83905,4.375,4.305,0.362650603,NA,0.325301205,2.17,2,6,NA,0.4,1.4,4,1.785,11,182,33,wronganswer,829,target,visual,v_het,Ja,Elegant,Effect,0.949052,3.238,2.2,0.457317073,NA,0.5,2.31,1,7,NA,0.414634146,2.77,6,2.54,0,9.216819338
45,Quick,N,F,Y,91,auditory2visual,181,198,wronganswer,427,context,auditory,a_de,Ja,Donderende,Vergadering,NA,3.381,3.27,0.373122834,NA,0.358490566,0.85,4,10,NA,0.387755102,2.93,11,1.89,0,182,73,rightanswer,580,target,visual,v_de,Nee,Pijnlijke,Levering,0.980362,2.611,3.035,0.046536797,NA,0.047619048,2.4,1,9,NA,0.045454546,2.19,8,2.295,1,0
46,Selfpaced,N,F,Y,91,haptic2visual,181,123,wronganswer,484,context,haptic,h_het,Ja,Heet,Pistool,0.773426,3.46,2.8,0.246153846,NA,0.4,3.74,18,4,NA,0.092307692,3.23,7,3.485,0,182,26,wronganswer,758,target,visual,v_het,Ja,Spits,Type,0.928955,3.321,2.7,0.375980393,NA,0.485294118,1.89,3,5,NA,0.266666667,3.08,4,2.485,5,5.605802066
47,Selfpaced,N,F,Y,91,auditory2visual,181,183,rightanswer,460,context,auditory,a_de,Ja,Ritmische,Neiging,0.86689,2.522,2.535,0.19375,NA,0.2,1,0,9,NA,0.1875,2.16,7,1.58,0,182,84,rightanswer,988,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,0
48,Selfpaced,N,F,Y,91,haptic2visual,181,136,rightanswer,414,context,haptic,h_de,Nee,Klamme,Geest,0.834267,2.567,2.57,0.355983773,NA,0.470588235,1.4,10,6,NA,0.24137931,3.28,5,2.34,9,182,29,wronganswer,269,target,visual,v_het,Ja,Tenger,Effect,0.917275,3.671,2.535,0.417843389,NA,0.421052632,1.3,1,6,NA,0.414634146,2.77,6,2.035,0,0
49,Quick,N,M,Y,91,auditory2visual,181,199,wronganswer,844,context,auditory,a_de,Nee,Blaffende,Felicitatie,NA,4.295,2.67,0.374603175,NA,0.471428571,1.34,2,9,NA,0.277777778,1.2,11,1.27,1,182,84,rightanswer,707,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,0
50,Quick,N,M,Y,91,auditory2visual,181,183,rightanswer,503,context,auditory,a_de,Ja,Ritmische,Neiging,0.86689,2.522,2.535,0.19375,NA,0.2,1,0,9,NA,0.1875,2.16,7,1.58,0,182,78,rightanswer,606,target,visual,v_de,Ja,Doffe,Eigenaar,0.958726,3.048,3.065,0.256535948,NA,0.277777778,1.34,2,5,NA,0.235294118,3.02,8,2.18,1,0
1,Quick,N,F,Y,92,auditory2visual,183,185,rightanswer,1006,context,auditory,a_de,Nee,Krijsende,Dichter,NA,2.667,2.87,0.22718254,NA,0.232142857,1.32,2,9,2.87,0.222222222,2.96,7,2.14,6,184,84,wronganswer,1004,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,3,0.558823529,2.89,10,5,2.2,0.065573771,2.18,10,2.535,0,5.966146739
2,Quick,N,F,Y,92,haptic2visual,183,142,wronganswer,439,context,haptic,h_het,Ja,Slap,Vilt,0.723963,3.8,3.905,0.408333334,NA,0.416666667,2.36,12,6,NA,0.4,1.4,4,1.88,11,184,25,rightanswer,602,target,visual,v_de,Ja,Schone,President,0.920504,3.471,2.73,0.370230079,NA,0.308641975,2.82,4,6,NA,0.431818182,3.07,9,2.945,0,7.344072851
3,Quick,N,F,Y,92,visual2visual,183,173,rightanswer,737,context,visual,v_het,Nee,Licht,Fortuin,0.945551,3.173,3.265,0.38125,NA,0.5125,3.43,10,5,NA,0.25,2.69,7,3.06,0,184,43,rightanswer,451,target,visual,v_het,Nee,Koortsig,Fortuin,1.05603,2.414,2.635,0.25,NA,0.25,1.42,0,8,NA,0.25,2.69,7,2.055,0,0
4,Quick,N,F,Y,92,auditory2visual,183,194,rightanswer,949,context,auditory,a_het,Nee,Gillend,Feit,NA,3.389,1.67,0.313265306,NA,0.326530612,1.87,2,7,NA,0.3,3.15,4,2.51,3,184,97,rightanswer,730,target,visual,v_de,Ja,Heldere,Situatie,0.765895,4,3.2,0.411304348,NA,0.54,2.33,7,7,NA,0.282608696,3.33,8,2.83,1,4.682131227
5,Quick,Y,F,Y,92,haptic2visual,183,142,rightanswer,1303,context,haptic,h_het,Ja,Slap,Vilt,0.723963,3.8,3.905,0.408333334,NA,0.416666667,2.36,12,6,NA,0.4,1.4,4,1.88,11,184,35,rightanswer,843,target,visual,v_het,Nee,Geblokt,Oosten,1.02688,3.151,3.27,0.528975742,NA,0.41509434,1.11,1,7,NA,0.642857143,2.71,6,1.91,5,0
6,,N,F,Y,92,visual2visual,183,180,wronganswer,552,context,visual,v_de,Nee,Doorschijnende,Verhulling,NA,3.792,3.5,0.501011123,NA,0.697674419,0.48,0,14,NA,0.304347826,0.78,10,0.63,1,184,72,rightanswer,489,target,visual,v_het,Ja,Grotesk,Effect,0.94522,3.571,2.075,0.635888502,NA,0.857142857,1.34,1,7,NA,0.414634146,2.77,6,2.055,0,0
8,,N,F,Y,92,auditory2visual,183,194,rightanswer,489,context,auditory,a_het,Nee,Gillend,Feit,NA,3.389,1.67,0.313265306,NA,0.326530612,1.87,2,7,NA,0.3,3.15,4,2.51,3,184,86,rightanswer,486,target,visual,v_de,Nee,Glimmende,Ziekte,1.03236,3.7,3.5,0.33418223,NA,0.580645161,1.94,2,9,NA,0.087719298,2.98,6,2.46,3,7.069023427
9,,N,F,Y,92,auditory2visual,183,192,wronganswer,1237,context,auditory,a_de,Ja,Knallende,Herinnering,NA,3.286,1.87,0.309210527,NA,0.368421053,1.38,2,9,NA,0.25,2.8,11,2.09,0,184,84,rightanswer,1642,target,visual,v_de,Ja,Vieze,Uitvinding,0.873652,3.671,2.6,0.31219865,NA,0.558823529,2.89,10,5,NA,0.065573771,2.18,10,2.535,0,0
10,,N,F,Y,92,haptic2visual,183,141,wronganswer,1018,context,haptic,h_het,Ja,Koel,Heft,0.866279,2.75,3.055,0.395833333,NA,0.458333333,2.52,17,4,NA,0.333333333,2.03,4,2.275,8,184,33,rightanswer,754,target,visual,v_het,Ja,Elegant,Effect,0.949052,3.238,2.2,0.457317073,NA,0.5,2.31,1,7,NA,0.414634146,2.77,6,2.54,0,8.176391597
11,Quick,N,F,Y,92,haptic2visual,183,111,wronganswer,1752,context,haptic,h_het,Nee,Gewichtloos,Geweer,0.774708,3.214,3.83,0.177732794,NA,0.263157895,1.28,0,11,NA,0.092307692,3.06,6,2.17,3,184,27,wronganswer,1256,target,visual,v_de,Nee,Gebogen,Gelegenheid,0.96045,3.151,2.835,0.383802817,NA,0.267605634,2.04,8,7,NA,0.5,2.75,11,2.395,1,0
12,Quick,N,M,Y,92,visual2visual,183,159,rightanswer,504,context,visual,v_het,Ja,Groot,Onderscheid,0.910296,3.438,2.5,0.283068783,NA,0.380952381,3.7,6,5,NA,0.185185185,2.1,11,2.9,1,184,72,rightanswer,512,target,visual,v_het,Ja,Grotesk,Effect,0.94522,3.571,2.075,0.635888502,NA,0.857142857,1.34,1,7,NA,0.414634146,2.77,6,2.055,0,4.430816799
13,Quick,N,F,Y,92,auditory2visual,183,201,wronganswer,506,context,auditory,a_het,Ja,Luidruchtig,Noodgeval,0.814128,4.014,2.53,0.385799404,NA,0.526315789,2.05,1,11,NA,0.245283019,2.74,9,2.395,0,184,97,rightanswer,513,target,visual,v_de,Ja,Heldere,Situatie,0.765895,4,3.2,0.411304348,NA,0.54,2.33,7,7,NA,0.282608696,3.33,8,2.83,1,5.789960171
14,Selfpaced,N,F,Y,92,auditory2visual,183,202,rightanswer,413,context,auditory,a_de,Nee,Rinkelende,Verklaring,NA,3.533,1.8,0.404634581,NA,0.515151515,0.9,1,10,NA,0.294117647,3.13,10,2.015,0,184,102,wronganswer,730,target,visual,v_de,Nee,Groene,Mist,0.770451,4.057,4.365,0.503088538,NA,0.580645161,2.94,7,6,NA,0.425531915,3.16,4,3.05,15,0
15,Selfpaced,N,F,Y,92,visual2visual,183,165,rightanswer,680,context,visual,v_de,Nee,Papperige,Wacht,0.717868,2.381,3.235,0.307843137,NA,0.215686274,0.3,0,9,NA,0.4,3.87,5,2.085,10,184,64,wronganswer,781,target,visual,v_de,Nee,Rechthoekige,Sierlijkheid,0.610794,3.884,4,0.417568543,NA,0.53968254,1,0,12,NA,0.295454545,0.6,12,0.8,0,0
16,Selfpaced,N,F,Y,92,visual2visual,183,177,wronganswer,705,context,visual,v_de,Ja,Bolvormige,Formatie,0.83644,3.413,2.9,0.432432432,NA,0.486486486,0.48,0,10,NA,0.378378378,2.04,8,1.26,0,184,71,wronganswer,635,target,visual,v_de,Ja,Hoge,Plug,1.03526,4.05,3.63,0.54375,NA,0.6875,3.19,21,4,NA,0.4,1.56,4,2.375,3,7.056175284
17,Selfpaced,N,F,Y,92,haptic2visual,183,121,wronganswer,508,context,haptic,h_het,Ja,Mals,Contact,1.20917,3.982,3.1,0.242094862,NA,0.347826087,1.64,13,4,NA,0.136363636,3.37,7,2.505,2,184,16,rightanswer,686,target,visual,v_de,Ja,Lege,Aantekening,0.816074,3.31,3.5,0.331111111,NA,0.44,2.91,13,4,NA,0.222222222,1.76,11,2.335,0,5.978885765
18,Selfpaced,N,F,Y,92,auditory2visual,183,184,rightanswer,793,context,auditory,a_het,Nee,Fluitend,Verleden,NA,2.778,1.33,0.223112536,NA,0.298076923,1.04,2,8,NA,0.148148148,3.3,8,2.17,7,184,105,rightanswer,428,target,visual,v_de,Nee,Lage,Magie,0.96932,3.386,2.335,0.558045977,NA,0.633333333,2.61,0,4,NA,0.482758621,2.75,5,2.68,1,5.429345629
19,Selfpaced,N,F,Y,92,haptic2visual,183,113,rightanswer,1686,context,haptic,h_het,Nee,Kietelend,Pistool,NA,4.089,4.87,0.2,NA,0.307692308,0.6,1,9,NA,0.092307692,3.23,7,1.915,0,184,16,wronganswer,1466,target,visual,v_de,Ja,Lege,Aantekening,0.816074,3.31,3.5,0.331111111,NA,0.44,2.91,13,4,NA,0.222222222,1.76,11,2.335,0,0
20,Selfpaced,N,F,Y,92,visual2visual,183,163,rightanswer,439,context,visual,v_de,Nee,Getande,Boete,0.998269,2.946,3.1,0.29920635,NA,0.288888889,0.7,1,7,NA,0.30952381,2.47,5,1.585,8,184,66,rightanswer,413,target,visual,v_het,Nee,Kleurrijk,Fortuin,0.914891,3.214,2.9,0.447916667,NA,0.645833333,1.76,1,9,NA,0.25,2.69,7,2.225,0,0
21,Selfpaced,N,F,Y,92,haptic2visual,183,141,wronganswer,442,context,haptic,h_het,Ja,Koel,Heft,0.866279,2.75,3.055,0.395833333,NA,0.458333333,2.52,17,4,NA,0.333333333,2.03,4,2.275,8,184,14,wronganswer,1051,target,visual,v_de,Nee,Diepe,Plug,0.914433,3.5,3.6,0.326666667,NA,0.253333333,2.69,10,5,NA,0.4,1.56,4,2.125,3,11.04268181
22,Selfpaced,N,M,Y,92,haptic2visual,183,128,rightanswer,750,context,haptic,h_het,Nee,Hitsig,Vilt,0.809776,3.75,3.47,0.2625,NA,0.125,1.46,1,7,NA,0.4,1.4,4,1.43,11,184,23,rightanswer,881,target,visual,v_de,Nee,Blauwe,Boerderij,0.983035,3.579,4.365,0.36710444,NA,0.682926829,3.14,4,6,NA,0.051282051,2.77,9,2.955,0,7.697575347
23,Selfpaced,N,F,Y,92,visual2visual,183,151,wronganswer,650,context,visual,v_het,Ja,Rommelend,Moment,NA,2.723,1.33,0.231042129,NA,0.218181818,0.6,12,9,NA,0.243902439,3.7,6,2.15,0,184,60,rightanswer,722,target,visual,v_het,Ja,Nauw,Effect,1.04643,3.371,2.4,0.37398374,NA,0.333333333,2.36,8,4,NA,0.414634146,2.77,6,2.565,0,0
24,Selfpaced,Y,M,Y,92,visual2visual,183,176,wronganswer,577,context,visual,v_de,Ja,Korte,Expansie,0.974158,3.625,2.565,0.413461539,NA,0.576923077,3.05,14,5,NA,0.25,1.04,8,2.045,0,184,53,wronganswer,515,target,visual,v_de,Nee,Enorme,Plug,0.970384,3.25,2.965,0.338888889,NA,0.277777778,3.16,2,6,NA,0.4,1.56,4,2.36,3,8.116715625
26,Quick,N,F,Y,92,visual2visual,183,152,rightanswer,77,context,visual,v_de,Ja,Zanderige,Race,0.956875,3.014,4.17,0.235987792,NA,0.132352941,0.7,0,9,NA,0.339622642,2.5,4,1.6,9,184,61,wronganswer,369,target,visual,v_de,Nee,Gevouwen,Situatie,NA,3.571,2.27,0.383951407,NA,0.485294118,1.51,1,8,NA,0.282608696,3.33,8,2.42,1,0
27,Quick,Y,F,Y,92,visual2visual,183,146,rightanswer,570,context,visual,v_de,Nee,Weerkaatsende,Levering,NA,2.933,3.2,0.184491979,NA,0.323529412,0.3,0,13,NA,0.045454546,2.19,8,1.245,1,184,38,rightanswer,355,target,visual,v_de,Nee,Elastische,Boerderij,1.00684,3.982,3.8,0.15275967,NA,0.254237288,1.04,1,10,NA,0.051282051,2.77,9,1.905,0,6.539585956
28,Quick,N,F,Y,92,haptic2visual,183,127,rightanswer,758,context,haptic,h_de,Ja,Zachte,Spier,0.832062,3.982,4.2,0.262488849,NA,0.236842105,2.59,14,6,NA,0.288135593,2.04,5,2.315,4,184,31,rightanswer,480,target,visual,v_de,Nee,Gevlekte,Belasting,0.981789,3.528,3.1,0.438251619,NA,0.680851064,1.4,3,8,NA,0.195652174,2.56,9,1.98,0,5.003946306
29,Quick,N,F,Y,92,haptic2visual,183,142,rightanswer,910,context,haptic,h_het,Ja,Slap,Vilt,0.723963,3.8,3.905,0.408333334,NA,0.416666667,2.36,12,6,NA,0.4,1.4,4,1.88,11,184,1,rightanswer,1127,target,visual,v_het,Nee,Kokend,Mandaat,0.901574,2.306,1.93,0.131191951,NA,0.144736842,1.77,4,6,NA,0.117647059,1.49,7,1.63,0,0
30,Quick,N,M,Y,92,visual2visual,183,154,wronganswer,570,context,visual,v_het,Nee,Gewelfd,Moment,0.876797,2.702,2.4,0.250522648,NA,0.257142857,0.3,1,7,NA,0.243902439,3.7,6,2,0,184,49,,2600,target,visual,v_het,Nee,Mistig,Loon,0.934111,3.286,3.47,0.308116883,NA,0.457142857,1.7,2,6,NA,0.159090909,2.8,4,2.25,13,0
31,Quick,Y,F,Y,92,visual2visual,183,156,wronganswer,312,context,visual,v_de,Ja,Onmetelijke,Levering,1.02835,2.958,2.335,0.260822511,NA,0.476190476,1.26,0,11,NA,0.045454546,2.19,8,1.725,1,184,45,wronganswer,238,target,visual,v_de,Ja,Kille,Aantekening,0.881481,2.443,3.37,0.258169935,NA,0.294117647,1.91,20,5,NA,0.222222222,1.76,11,1.835,0,0
32,Quick,N,F,N,92,visual2visual,183,160,rightanswer,399,context,visual,v_de,Ja,Zwarte,Kip,0.88176,3.73,4.57,0.284567727,NA,0.509433962,3.33,4,6,NA,0.059701492,2.96,3,3.145,18,184,50,wronganswer,399,target,visual,v_de,Ja,Losse,Levering,0.933941,3.033,3.2,0.311188812,NA,0.576923077,2.47,20,5,NA,0.045454546,2.19,8,2.33,1,9.513625088
34,Selfpaced,Y,M,Y,92,auditory2visual,183,190,rightanswer,519,context,auditory,a_de,Nee,Gierende,Seconde,NA,3.411,2.87,0.306603774,NA,0.5,1.08,2,8,NA,0.113207547,2.85,7,1.965,1,184,91,rightanswer,648,target,visual,v_de,Nee,Vage,Plug,0.958488,3.05,3.1,0.348148148,NA,0.296296296,2.18,14,4,NA,0.4,1.56,4,1.87,3,0
35,Selfpaced,N,M,Y,92,visual2visual,183,149,rightanswer,733,context,visual,v_de,Nee,Vuile,Prins,0.938472,2.929,3.7,0.224053296,NA,0.274193548,3.25,10,5,NA,0.173913044,2.78,5,3.015,2,184,66,rightanswer,868,target,visual,v_het,Nee,Kleurrijk,Fortuin,0.914891,3.214,2.9,0.447916667,NA,0.645833333,1.76,1,9,NA,0.25,2.69,7,2.225,0,0
36,Selfpaced,N,F,Y,92,visual2visual,183,169,rightanswer,582,context,visual,v_het,Nee,Schitterend,Sterven,0.854525,3.444,2.735,0.361658457,NA,0.413793104,2.99,2,11,NA,0.30952381,3.53,7,3.26,5,184,45,wronganswer,205,target,visual,v_de,Ja,Kille,Aantekening,0.881481,2.443,3.37,0.258169935,NA,0.294117647,1.91,20,5,NA,0.222222222,1.76,11,1.835,0,0
37,Selfpaced,N,F,Y,92,visual2visual,183,171,rightanswer,1248,context,visual,v_het,Ja,Vlak,Dek,0.820377,3.738,3.7,0.373104146,NA,0.441860465,3.21,9,4,NA,0.304347826,2.8,3,3.005,22,184,67,rightanswer,704,target,visual,v_de,Nee,Bronzen,Boete,0.985813,2.96,3.3,0.480107527,NA,0.766666667,1.61,2,7,NA,0.193548387,2.47,5,2.04,8,7.74543561
38,Selfpaced,Y,F,Y,92,auditory2visual,183,192,rightanswer,611,context,auditory,a_de,Ja,Knallende,Herinnering,NA,3.286,1.87,0.309210527,NA,0.368421053,1.38,2,9,NA,0.25,2.8,11,2.09,0,184,99,wronganswer,713,target,visual,v_de,Nee,Gloeiende,Prijs,0.941964,3.775,3.24,0.425925926,NA,0.5,1.68,4,9,NA,0.351851852,3.38,5,2.53,3,0
39,Selfpaced,N,M,Y,92,haptic2visual,183,144,rightanswer,364,context,haptic,h_het,Nee,Koud,Vilt,0.738496,4.1,4.135,0.436111111,NA,0.472222222,2.84,8,5,NA,0.4,1.4,4,2.12,11,184,9,rightanswer,586,target,visual,v_de,Ja,Saaie,President,0.934654,2.516,2.53,0.292832168,NA,0.153846154,2.57,7,5,NA,0.431818182,3.07,9,2.82,0,7.551186867
40,Quick,N,F,Y,92,haptic2visual,183,132,wronganswer,540,context,haptic,h_de,Nee,Stekelige,Deken,0.795281,3.786,4.465,0.284749035,NA,0.285714286,0.9,0,9,NA,0.283783784,2.6,5,1.75,18,184,6,rightanswer,301,target,visual,v_de,Nee,Grove,Sierlijkheid,0.931037,3.446,2.07,0.274487836,NA,0.253521127,2.16,6,5,NA,0.295454545,0.6,12,1.38,0,0
41,Quick,N,F,N,92,visual2visual,183,148,rightanswer,1026,context,visual,v_het,Ja,Wild,Ideaal,0.864252,3.114,2.33,0.209756098,NA,0.219512195,3.82,6,5,NA,0.2,2.44,6,3.13,0,184,62,rightanswer,711,target,visual,v_de,Nee,Pluizige,Boete,0.902354,3.571,3.435,0.385531136,NA,0.461538462,1.46,0,8,NA,0.30952381,2.47,5,1.965,8,5.272999559
42,Selfpaced,N,F,Y,92,haptic2visual,183,111,wronganswer,832,context,haptic,h_het,Nee,Gewichtloos,Geweer,0.774708,3.214,3.83,0.177732794,NA,0.263157895,1.28,0,11,NA,0.092307692,3.06,6,2.17,3,184,34,wronganswer,258,target,visual,v_de,Ja,Effen,Deel,0.93126,3.675,3.035,0.503496504,NA,0.461538462,1.26,4,5,NA,0.545454545,3.54,4,2.4,13,0
44,Quick,N,F,Y,92,auditory2visual,183,205,wronganswer,625,context,auditory,a_het,Ja,Gedempt,Verleden,0.931374,3.378,1.8,0.413359789,NA,0.678571429,1.18,1,7,NA,0.148148148,3.3,8,2.24,7,184,98,rightanswer,280,target,visual,v_het,Nee,Behaard,Beheer,1.04916,2.825,3.2,0.420930233,NA,0.441860465,1.45,6,7,NA,0.4,1.95,6,1.7,5,0
45,Quick,N,F,Y,92,haptic2visual,183,128,rightanswer,544,context,haptic,h_het,Nee,Hitsig,Vilt,0.809776,3.75,3.47,0.2625,NA,0.125,1.46,1,7,NA,0.4,1.4,4,1.43,11,184,18,rightanswer,641,target,visual,v_het,Ja,Somber,Type,0.926306,2.516,2.03,0.333333334,NA,0.4,2.43,2,6,NA,0.266666667,3.08,4,2.755,5,0
46,Selfpaced,N,F,Y,92,visual2visual,183,158,wronganswer,589,context,visual,v_het,Ja,Klonterig,Type,0.708814,2.794,2.63,0.271794872,NA,0.276923077,0.78,0,9,NA,0.266666667,3.08,4,1.93,5,184,51,wronganswer,568,target,visual,v_de,Nee,Aardse,Magie,0.839526,2.286,1.97,0.312807882,NA,0.142857143,2.18,6,6,NA,0.482758621,2.75,5,2.465,1,0
47,Selfpaced,N,F,Y,92,haptic2visual,183,118,rightanswer,1495,context,haptic,h_het,Nee,Doorweekt,Welzijn,0.995511,3.59,2.565,0.227756893,NA,0.297619048,1.86,0,9,NA,0.157894737,2.33,7,2.095,0,184,26,wronganswer,474,target,visual,v_het,Ja,Spits,Type,0.928955,3.321,2.7,0.375980393,NA,0.485294118,1.89,3,5,NA,0.266666667,3.08,4,2.485,5,0
48,Selfpaced,N,F,Y,92,auditory2visual,183,187,wronganswer,700,context,auditory,a_het,Nee,Knarsend,Gerucht,NA,4.536,2,0.267857143,NA,0.25,0.7,1,9,NA,0.285714286,2.61,7,1.655,4,184,101,rightanswer,351,target,visual,v_het,Nee,Oranje,Concept,0.99857,3.513,2.965,0.498317915,NA,0.655172414,2.45,12,6,NA,0.341463415,2.34,7,2.395,1,0
49,Quick,N,M,Y,92,auditory2visual,183,207,wronganswer,741,context,auditory,a_de,Ja,Piepende,Aankondiging,NA,3.83,2.2,0.451495727,NA,0.422222222,1.08,1,8,NA,0.480769231,2.06,12,1.57,0,184,76,wronganswer,832,target,visual,v_de,Ja,Krullende,Vrijheid,NA,3.365,1.47,0.213981115,NA,0.223880597,0.85,1,9,NA,0.204081633,3.11,8,1.98,0,0
50,Quick,N,M,Y,92,haptic2visual,183,127,wronganswer,314,context,haptic,h_de,Ja,Zachte,Spier,0.832062,3.982,4.2,0.262488849,NA,0.236842105,2.59,14,6,NA,0.288135593,2.04,5,2.315,4,184,22,rightanswer,1014,target,visual,v_de,Ja,Roestige,Hoeveelheid,0.9656,3.964,2.73,0.366666667,NA,0.433333333,1.65,1,8,NA,0.3,2.5,11,2.075,0,4.290459441
1,Quick,N,F,Y,93,haptic2visual,185,132,rightanswer,599,context,haptic,h_de,Nee,Stekelige,Deken,0.795281,3.786,4.465,0.284749035,4.2,0.285714286,0.9,0,9,4.73,0.283783784,2.6,5,1.75,18,186,17,wronganswer,598,target,visual,v_de,Ja,Ondiepe,Kwestie,0.879064,2.938,2.365,0.332810867,3.2,0.424242424,1.54,1,7,1.53,0.24137931,3.03,7,2.285,1,0
2,Quick,N,F,Y,93,haptic2visual,185,133,rightanswer,576,context,haptic,h_het,Nee,Borstelig,Heft,0.898736,3.25,3.155,0.338095238,NA,0.342857143,0.48,0,9,NA,0.333333333,2.03,4,1.255,8,186,28,rightanswer,733,target,visual,v_de,Nee,Groeiende,Wacht,NA,3.527,3.2,0.415384616,NA,0.430769231,1.91,3,9,NA,0.4,3.87,5,2.89,10,0
3,Quick,N,F,Y,93,auditory2visual,185,211,rightanswer,430,context,auditory,a_de,Nee,Melodieuze,Kennis,0.959205,3.811,2,0.494623656,NA,0.666666667,0.85,0,10,NA,0.322580645,3.22,6,2.035,1,186,73,rightanswer,466,target,visual,v_de,Nee,Pijnlijke,Levering,0.980362,2.611,3.035,0.046536797,NA,0.047619048,2.4,1,9,NA,0.045454546,2.19,8,2.295,1,0
4,Quick,N,F,Y,93,visual2visual,185,147,rightanswer,439,context,visual,v_het,Nee,Druk,Loon,0.895827,2.848,3.035,0.188636364,NA,0.218181818,3.65,7,4,NA,0.159090909,2.8,4,3.225,13,186,46,rightanswer,663,target,visual,v_het,Nee,Solide,Ideaal,0.891126,3.214,1.85,0.269354839,NA,0.338709677,2,0,6,NA,0.2,2.44,6,2.22,0,5.220355825
5,Quick,Y,F,Y,93,visual2visual,185,145,rightanswer,657,context,visual,v_het,Nee,Breekbaar,Loon,0.920184,2.636,3.1,0.160427808,NA,0.161764706,1.9,0,9,NA,0.159090909,2.8,4,2.35,13,186,70,rightanswer,1165,target,visual,v_het,Nee,Onbeweeglijk,Gebaar,0.872001,3.722,3.03,0.51532567,NA,0.444444444,1.23,0,12,NA,0.586206896,2.48,6,1.855,4,0
